Therapeutic_Properties,Evidence_Level,Data_Quality_Score,Data_Source,Interaction_ID,Target_Name,Herb_Name,Compound_Name,Ki_nM,Is_Synthetic,IC50_nM,Species,Confidence_Score,Action_Type
"bioenhancer, digestive, antioxidant",augmented,0.56,Super_Augmentation,18878ad842544afc,Absorption,Black Pepper,chavicine,944.81,1,2722.25,,,
"bioenhancer, digestive, antioxidant",augmented,0.56,Super_Augmentation,1abe91bf3b2211d0,Bioavailability enhancer,Black Pepper,piperine,1540.74,1,2829.36,,,
"bioenhancer, digestive, antioxidant",augmented,0.56,Super_Augmentation,b958cbdbc05d90d0,Metabolic enzymes,Black Pepper,piperine,455.77,1,561.03,,,
"bioenhancer, digestive, antioxidant",augmented,0.56,Super_Augmentation,3367171f3eb4cc31,Neurotransmitters,Black Pepper,piperine,1676.46,1,3260.22,,,
"bioenhancer, digestive, antioxidant",augmented,0.56,Super_Augmentation,c6fee7a8001c2725,Bioavailability enhancer,Black Pepper,piperine,1307.34,1,2815.95,,,
"bioenhancer, digestive, antioxidant",augmented,0.56,Super_Augmentation,9bbe08551bcc22e0,Metabolic enzymes,Black Pepper,piperine,733.51,1,2132.31,,,
"bioenhancer, digestive, antioxidant",augmented,0.56,Super_Augmentation,aa9ba70101b98205,Neurotransmitters,Black Pepper,piperine,471.77,1,999.64,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,69d8a3cccbe2cb43,PAF receptor,Ginkgo,ginkgolide A,277.06,1,434.5,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,294c3aaef9a0f301,Platelet aggregation,Ginkgo,ginkgolide A,1024.86,1,2321.99,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,fc7c25bcd0c14b8f,PAF receptor,Ginkgo,ginkgolide A,325.52,1,549.31,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,e18be22906993ce3,Platelet aggregation,Ginkgo,ginkgolide A,737.1,1,2132.81,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,9937f28fd58bee30,GABAA receptor,Ginkgo,bilobalide,302.98,1,611.82,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,c87103fbe25f5a26,Neuroprotection,Ginkgo,bilobalide,1272.89,1,2916.43,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,91012e225d959e1f,PAF receptor,Ginkgo,ginkgolide B,466.28,1,701.24,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,b2fe30841701f090,Inflammation,Ginkgo,ginkgolide B,1214.22,1,1762.44,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,84d0183383476ad8,GABAA receptor,Ginkgo,bilobalide,238.91,1,336.35,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,3230475f4dcac557,Neuroprotection,Ginkgo,bilobalide,1000.38,1,2183.83,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,be5d633f91aac3f3,PAF receptor,Ginkgo,ginkgolide B,1876.11,1,4968.85,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,56a2226850ea5aac,Inflammation,Ginkgo,ginkgolide B,1788.25,1,2929.29,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,1f617027de33adb4,Antioxidant enzymes,Ginkgo,quercetin,1106.44,1,1815.05,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,4c37dc4fa0c20f97,COX-2,Ginkgo,quercetin,1127.18,1,2053.6,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,35fd19a1ee3b8ab2,PAF receptor,Ginkgo,ginkgolide A,1283.87,1,3382.65,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,67bb5bf1571dbbac,Platelet aggregation,Ginkgo,ginkgolide A,671.19,1,1622.28,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,1856c60957d531a5,Antioxidant enzymes,Ginkgo,quercetin,203.45,1,341.56,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,14d8485abe4c14a4,COX-2,Ginkgo,quercetin,162.1,1,445.04,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,230c0321a093b747,GABAA receptor,Ginkgo,bilobalide,354.05,1,636.11,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,714ff410a8266836,Neuroprotection,Ginkgo,bilobalide,967.29,1,2647.56,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,396466d6cc518130,PAF receptor,Ginkgo,ginkgolide B,898.05,1,1255.52,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,35eed40ac4b65adb,Inflammation,Ginkgo,ginkgolide B,979.71,1,1324.61,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,8c13ece9ccfeba3c,PAF receptor,Ginkgo,ginkgolide A,1056.96,1,1326.05,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,3b06bc61df800a8e,Platelet aggregation,Ginkgo,ginkgolide A,1867.12,1,3738.23,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,8eb8f28cfba7e3f4,Antioxidant enzymes,Ginkgo,quercetin,683.02,1,887.42,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,56f38e0e51fcc071,COX-2,Ginkgo,quercetin,1343.96,1,3077.34,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,0cfcc44f313df111,GABAA receptor,Ginkgo,bilobalide,1151.92,1,3386.6,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,d0cd39d79a09bf75,Neuroprotection,Ginkgo,bilobalide,1877.88,1,3304.22,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,dc51fbcfbd004f7e,GABAA receptor,Ginkgo,bilobalide,1504.16,1,3452.49,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,376d6bc8ff3013b9,Neuroprotection,Ginkgo,bilobalide,1148.5,1,1580.32,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,16cb1132e51b9da1,GABAA receptor,Ginkgo,bilobalide,1291.04,1,2145.2,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,8556319697991c92,Neuroprotection,Ginkgo,bilobalide,147.08,1,200.29,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,acbbdbbb9d349809,Antioxidant enzymes,Ginkgo,quercetin,1974.24,1,2549.48,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,6d4d75d2de732b28,COX-2,Ginkgo,quercetin,409.17,1,824.97,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,cfa2213cfb2c97b6,GABAA receptor,Ginkgo,bilobalide,669.5,1,1041.76,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,5aac3790a18abce1,Neuroprotection,Ginkgo,bilobalide,1691.29,1,3592.46,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,9a3501f6f0f4da37,GABAA receptor,Ginkgo,bilobalide,1696.78,1,2969.85,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,ea7eb8033303dfc2,Neuroprotection,Ginkgo,bilobalide,647.45,1,1665.58,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,19d6c6041a4dc81c,GABAA receptor,Ginkgo,bilobalide,1581.34,1,2974.02,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,8c89efabdb345178,Neuroprotection,Ginkgo,bilobalide,1249.28,1,3526.38,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,7a8955a6f200f084,GABAA receptor,Ginkgo,bilobalide,105.05,1,253.04,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,75e5cb5c13a9aa17,Neuroprotection,Ginkgo,bilobalide,1808.26,1,3079.29,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,ca3b6a2738d345a9,PAF receptor,Ginkgo,ginkgolide B,551.93,1,829.11,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,f11ad386c02edbf6,Inflammation,Ginkgo,ginkgolide B,121.52,1,217.24,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,beec754c9594b5de,Antioxidant enzymes,Ginkgo,quercetin,399.74,1,480.81,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,45c1cf1368fd2925,COX-2,Ginkgo,quercetin,708.15,1,1359.86,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,d72003f253a5aff2,PAF receptor,Ginkgo,ginkgolide A,1674.45,1,4071.19,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,319cbd446ba0e391,Platelet aggregation,Ginkgo,ginkgolide A,1633.36,1,2871.51,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,11a75047ef233907,PAF receptor,Ginkgo,ginkgolide A,1447.13,1,2242.5,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,90dc5cc2047dacad,Platelet aggregation,Ginkgo,ginkgolide A,396.94,1,1080.15,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,57ebd9c708f6a156,PAF receptor,Ginkgo,ginkgolide A,1477.06,1,3143.83,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,352211b62fd76398,Platelet aggregation,Ginkgo,ginkgolide A,1899.25,1,5562.46,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,f25bfe90d466054f,PAF receptor,Ginkgo,ginkgolide B,787.61,1,2179.17,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,3d57a9bf37827fab,Inflammation,Ginkgo,ginkgolide B,1797.51,1,4559.4,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,b2777cf5fb3b05b8,GABAA receptor,Ginkgo,bilobalide,1469.13,1,2873.12,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,807a218f968dfa91,Neuroprotection,Ginkgo,bilobalide,486.97,1,1212.83,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,4210d06e986a1c70,PAF receptor,Ginkgo,ginkgolide A,1973.13,1,5223.46,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,d805c6b6b85c583b,Platelet aggregation,Ginkgo,ginkgolide A,598.95,1,1021.24,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,a0fea99d78880876,PAF receptor,Ginkgo,ginkgolide A,1348.95,1,2070.65,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,1680e9dbf64b3164,Platelet aggregation,Ginkgo,ginkgolide A,809.33,1,2080.27,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,7d7f64bd8c6d0602,PAF receptor,Ginkgo,ginkgolide B,1536.88,1,4307.14,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,91a32d113b0407c4,Inflammation,Ginkgo,ginkgolide B,1107.94,1,1659.84,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,7efc868902fe1215,PAF receptor,Ginkgo,ginkgolide B,1910.5,1,4810.25,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,293388267b414c2e,Inflammation,Ginkgo,ginkgolide B,1905.99,1,5690.51,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,a5a35e3ef2abb2f6,Antioxidant enzymes,Ginkgo,quercetin,1903.37,1,5588.85,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,2c19d8526b3392ff,COX-2,Ginkgo,quercetin,1631.96,1,4015.28,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,3d94bd7e5a17c8b8,Antioxidant enzymes,Ginkgo,quercetin,1133.48,1,2277.82,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,90312782cdafe41e,COX-2,Ginkgo,quercetin,1603.08,1,3556.66,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,a21569c60c1c3872,PAF receptor,Ginkgo,ginkgolide B,1850.04,1,4256.0,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,838e161679ef6463,Inflammation,Ginkgo,ginkgolide B,1052.8,1,3137.51,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,0d39122740d04f35,PAF receptor,Ginkgo,ginkgolide A,1829.02,1,3439.56,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,e89a8066e8573590,Platelet aggregation,Ginkgo,ginkgolide A,1607.58,1,2840.21,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,e9faaaaee269493a,GABAA receptor,Ginkgo,bilobalide,429.02,1,864.04,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,0bc440635a0ff96a,Neuroprotection,Ginkgo,bilobalide,18.8,1,32.44,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,a85cece95e37c8f6,PAF receptor,Ginkgo,ginkgolide A,954.88,1,1914.41,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,473ee6bcea0e4f97,Platelet aggregation,Ginkgo,ginkgolide A,1376.92,1,3205.72,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,42dfa69fc9f1632f,PAF receptor,Ginkgo,ginkgolide A,1469.71,1,3250.12,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,399859300329ca62,Platelet aggregation,Ginkgo,ginkgolide A,1189.26,1,2731.09,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,9401cec8fc305281,GABAA receptor,Ginkgo,bilobalide,1494.97,1,1851.13,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,8865533465e02d84,Neuroprotection,Ginkgo,bilobalide,420.17,1,1158.88,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,af59256e56dbc929,GABAA receptor,Ginkgo,bilobalide,1316.65,1,3930.58,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,d7f671ddd6b3c062,Neuroprotection,Ginkgo,bilobalide,482.41,1,1401.67,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,417436e95ff8124f,PAF receptor,Ginkgo,ginkgolide B,723.45,1,1065.47,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,905bc1a8bb353ede,Inflammation,Ginkgo,ginkgolide B,825.56,1,1011.93,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,d00db282dd942434,Antioxidant enzymes,Ginkgo,quercetin,1930.48,1,4411.8,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,5f52265af8a98fe3,COX-2,Ginkgo,quercetin,717.14,1,1192.21,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,8081510ef4f86d33,PAF receptor,Ginkgo,ginkgolide B,931.13,1,1392.21,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,2b75cd61326f64db,Inflammation,Ginkgo,ginkgolide B,1058.83,1,1693.43,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,d55baf642abe13a6,Antioxidant enzymes,Ginkgo,quercetin,481.53,1,846.11,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,b0f1b038951da648,COX-2,Ginkgo,quercetin,41.07,1,54.42,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,ee5e96b959b383bd,PAF receptor,Ginkgo,ginkgolide B,1856.26,1,5520.14,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,480226a284f9628d,Inflammation,Ginkgo,ginkgolide B,1556.94,1,3693.97,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,791e7a7121d5ec48,GABAA receptor,Ginkgo,bilobalide,1263.82,1,3486.73,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,da8e881fa242fb87,Neuroprotection,Ginkgo,bilobalide,122.19,1,342.0,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,0236733b4a41825a,Antioxidant enzymes,Ginkgo,quercetin,1037.22,1,2830.57,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,f44b241f15ece141,COX-2,Ginkgo,quercetin,319.66,1,666.47,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,3ca03667a3104638,Antioxidant enzymes,Ginkgo,quercetin,355.64,1,503.06,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,16a70719e099bbd4,COX-2,Ginkgo,quercetin,538.98,1,839.33,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,6c9c7d24aa4a6c03,GABAA receptor,Ginkgo,bilobalide,1897.09,1,2938.33,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,8670b6f9e9bf53ef,Neuroprotection,Ginkgo,bilobalide,1869.41,1,4301.5,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,6a3d971498b62981,PAF receptor,Ginkgo,ginkgolide A,1360.07,1,1971.89,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,03fb5158220b9cca,Platelet aggregation,Ginkgo,ginkgolide A,1564.96,1,3880.02,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,a149c704e2aac75f,PAF receptor,Ginkgo,ginkgolide A,410.91,1,611.1,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,9db3de447cd61c98,Platelet aggregation,Ginkgo,ginkgolide A,405.13,1,553.83,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,0c69786009c756b5,PAF receptor,Ginkgo,ginkgolide B,966.47,1,2843.08,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,9a6cd425ad8dd68f,Inflammation,Ginkgo,ginkgolide B,1824.84,1,3960.26,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,8ca46065920cc1e5,GABAA receptor,Ginkgo,bilobalide,1815.15,1,3135.98,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,33fc4722a9b33da8,Neuroprotection,Ginkgo,bilobalide,960.87,1,1315.42,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,9652fbaa1169d30c,GABAA receptor,Ginkgo,bilobalide,943.81,1,2193.66,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,ec28bc00a143e5ab,Neuroprotection,Ginkgo,bilobalide,406.73,1,1081.84,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,5fe14ed9514439d3,Antioxidant enzymes,Ginkgo,quercetin,122.45,1,204.84,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,78cf12aeabbf1163,COX-2,Ginkgo,quercetin,1113.24,1,2158.22,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,a54068d6a461f016,Antioxidant enzymes,Ginkgo,quercetin,1615.36,1,2207.38,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,018a46b26efb9c11,COX-2,Ginkgo,quercetin,413.91,1,1099.12,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,0e2db67f7f7c683f,Antioxidant enzymes,Ginkgo,quercetin,403.23,1,952.17,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,34fc904c73cc26fe,COX-2,Ginkgo,quercetin,892.01,1,1612.67,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,081c0a5f4b5ea105,Antioxidant enzymes,Ginkgo,quercetin,1931.33,1,5135.84,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,794e96772d866573,COX-2,Ginkgo,quercetin,17.11,1,30.18,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,c6896583b5881fae,PAF receptor,Ginkgo,ginkgolide B,685.57,1,1367.31,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,7abcaa96f7bbd132,Inflammation,Ginkgo,ginkgolide B,145.65,1,324.01,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,2ee8b98766e12e3f,GABAA receptor,Ginkgo,bilobalide,1064.69,1,3152.21,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,d21fc942952e0357,Neuroprotection,Ginkgo,bilobalide,878.37,1,1269.41,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,08df260651f819a8,PAF receptor,Ginkgo,ginkgolide A,303.93,1,668.51,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,00d52711c825c8c7,Platelet aggregation,Ginkgo,ginkgolide A,1600.13,1,3601.55,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,7538441d6604f015,PAF receptor,Ginkgo,ginkgolide B,1933.3,1,3498.36,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,e291764173b6c4db,Inflammation,Ginkgo,ginkgolide B,1217.79,1,1685.96,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,226438d834a04a84,Antioxidant enzymes,Ginkgo,quercetin,1365.58,1,2692.68,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,0bd2b9152551cf8e,COX-2,Ginkgo,quercetin,1281.11,1,3056.29,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,c6298df7e9695f4b,Antioxidant enzymes,Ginkgo,quercetin,1363.81,1,3647.9,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,54f7454300345a73,COX-2,Ginkgo,quercetin,208.35,1,503.22,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,b628e71a59252acf,PAF receptor,Ginkgo,ginkgolide A,1237.54,1,2931.88,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,295f0b2c532e6f0e,Platelet aggregation,Ginkgo,ginkgolide A,1382.5,1,3412.74,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,add9a6e06a68868f,PAF receptor,Ginkgo,ginkgolide A,1578.25,1,4582.01,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,4f77cdf3718ab2f8,Platelet aggregation,Ginkgo,ginkgolide A,1238.82,1,2881.86,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,4920e297f3e3eb8f,PAF receptor,Ginkgo,ginkgolide B,1920.72,1,4685.43,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,c7762da1a318172e,Inflammation,Ginkgo,ginkgolide B,1819.19,1,5186.16,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,d2342bb231262cfb,PAF receptor,Ginkgo,ginkgolide B,1514.71,1,3962.73,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,1277d4519bd879d5,Inflammation,Ginkgo,ginkgolide B,357.85,1,599.92,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,a69e326b07d06a70,PAF receptor,Ginkgo,ginkgolide A,1392.2,1,2278.46,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,eb845e0c7a4cf483,Platelet aggregation,Ginkgo,ginkgolide A,1193.16,1,1650.77,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,f5b54263e98b04ca,GABAA receptor,Ginkgo,bilobalide,294.12,1,376.37,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,2dc37b9599e8547a,Neuroprotection,Ginkgo,bilobalide,1229.8,1,2339.71,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,3e2bf4d649e79def,PAF receptor,Ginkgo,ginkgolide A,1101.9,1,1554.9,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,bf93d25ec25394da,Platelet aggregation,Ginkgo,ginkgolide A,485.72,1,1435.6,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,6738f6fa73616d05,PAF receptor,Ginkgo,ginkgolide A,1583.37,1,2455.47,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,265ff6ac94ccaa23,Platelet aggregation,Ginkgo,ginkgolide A,1609.39,1,4143.62,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,2b54dcda35a94aa2,Antioxidant enzymes,Ginkgo,quercetin,1056.91,1,3072.55,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,22d6d014853848a0,COX-2,Ginkgo,quercetin,922.33,1,2356.8,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,0cd6b9314244e123,GABAA receptor,Ginkgo,bilobalide,400.81,1,1157.03,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,2a73e6e7949db66f,Neuroprotection,Ginkgo,bilobalide,563.65,1,707.71,,,
"neuroprotective, cognitive_enhancer, antioxidant",augmented,0.56,Super_Augmentation,b6c43e78d37440be,PAF receptor,Ginkgo,ginkgolide B,1522.39,1,3359.63,,,
